ID,Paper ID,Title,Authors,Year,Venue,Abstract,DOI,Citation Count,Is Open Access,Score,Matched Keywords,Recommendation,Description,Search Query,Created At,Updated At
104,2f44f8e9f37b1c096ed46fbfde8cda0c3d10980e,"Enhanced electrical properties by AC poling of relaxor-Pb(Zr,Ti)O3 single crystals manufactured by the solid state crystal growth method","[{""authorId"": ""11853413"", ""name"": ""Y. Yamashita""}, {""authorId"": ""2048247006"", ""name"": ""Haiyang Sun""}, {""authorId"": ""2068339757"", ""name"": ""Yu Xiang""}, {""authorId"": ""9421513"", ""name"": ""H. Maiwa""}, {""authorId"": ""2165365531"", ""name"": ""Ho-Yong Lee""}, {""authorId"": ""95336760"", ""name"": ""Hwang-Pill Kim""}, {""authorId"": ""46813442"", ""name"": ""Xiaoning Jiang""}]",2023,Japanese Journal of Applied Physics,"An exceptionally large free dielectric permittivity of 14200, piezoelectric coefficient (d 33) of 4800 pC/N and calculated electromechanical coupling factor k 33 of 95.7% were obtained from Pb(Mg1/3Nb2/3)O3 (PMN) - Pb(Zr,Ti)O3 (PZT) single crystals (SCs) under AC poling (ACP). The PMN −0.3PZT SCs grown by a solid-state crystal growth (SSCG) method with high composition uniformity showed a phase change temperature of 57 °C–72 °C and Curie temperature T c of 140 °C. The measured d 33 of 250 pC/N was obtained after a heat treatment at 250 °C, which is 110 °C higher than the T c of the SC. Microstructural observations revealed that the ACP SC showed a different 109° domain wall layers morphology due to the presence of some pores, which is dissimilar to the Bridgman ACP relaxor-PbTiO3 SCs. These outstanding piezoelectric properties, heat durability, lower acoustic impedance, and better machinability of ACP SSCG SCs are promising for future piezoelectric device applications.",10.35848/1347-4065/ace537,6,1,225,"{""single crystal"": 80, ""crystal growth"": 75, ""grown by"": 70}",必须下载,强烈实验论文,crystal growth method,2025-09-15 16:28:53,2025-09-16 00:28:53.452707
99,803ee491ed911f447ebbbeae31108472ba9769b9,Research on Single Crystal Preparation via Dynamic Liquid Phase Method,"[{""authorId"": ""2225123044"", ""name"": ""Xu Wang""}, {""authorId"": ""11362038"", ""name"": ""Yongmin Zhou""}]",2023,Crystals,"Traditional liquid phase methods for growing single crystals are static growth methods, which include seed crystal sedimentation growth and seed crystal clamping growth using seed crystal holders. Single crystals grown via seed crystal sedimentation often have a flat and elongated shape, and the region in contact with the bottom of the container is restricted during growth, resulting in significant defects. Similarly, the seed crystal clamping growth method cannot avoid contact with external objects, leading to abnormal growth at the contact points and along the direction of the seed crystal holder, also resulting in certain defects. Both of these growth methods require processes, such as cutting and grinding, to remove defects, resulting in resource waste. To address the shortcomings of the static liquid phase single-crystal preparation mentioned above, this study successfully designed a dynamic liquid phase method for single crystal growth, which achieved the successful suspension of seed crystals in the mother solution and the growth of high-quality, large-sized single crystals, avoiding contact with the walls and the bottom of the container during the crystal growth process. Based on the dynamic liquid phase single crystal growth apparatus mentioned above, stable and dynamic liquid phase preparation was successfully achieved, ranging from seed crystals with a diameter of approximately 5 mm to single crystals with a diameter of approximately 20 mm, by controlling the cooling rate and adjusting the solution flow rate.",10.3390/cryst13071150,1,1,225,"{""single crystal"": 80, ""crystal growth"": 75, ""crystal preparation"": 70}",必须下载,强烈实验论文,crystal preparation,2025-09-15 16:28:16,2025-09-16 00:28:16.825811
92,11fc8f71f1b30608dc087dfdc71adcdea4c8684f,GSAG:Ce scintillation crystals by the Bridgman method: influence of Ce concentration and codoping,"[{""authorId"": ""2314287701"", ""name"": ""Karine Hovhannisyan""}, {""authorId"": ""13647809"", ""name"": ""M. Derdzyan""}, {""authorId"": ""2314292243"", ""name"": ""Georgiy Badalyan""}, {""authorId"": ""2295444140"", ""name"": ""G. Kharatyan""}, {""authorId"": ""152584687"", ""name"": ""J. Pejchal""}, {""authorId"": ""2314290261"", ""name"": ""Martin Nikl""}, {""authorId"": ""2240950485"", ""name"": ""C. Dujardin""}, {""authorId"": ""2276689571"", ""name"": ""A. G. Petrosyan""}]",2024,CrysteEngComm,"Single crystals of Ce-doped gadolinium scandium aluminum garnet (Gd3Sc2Al3O12; GSAG) with Ca2+, Mg2+ and Li+ co-dopants were grown by the Bridgman method. Regardless of melt composition, crystals tend to grow...",10.1039/d4ce00599f,1,0,225,"{""single crystal"": 80, ""grown by"": 70, ""Bridgman method"": 75}",必须下载,强烈实验论文,Bridgman method,2025-09-15 16:27:10,2025-09-16 00:27:10.019906
80,3490a55d8d7948c925c26e04758b796fd9da1977,Optimized Design of Temperature Field in GaN Crystal Growth by the Na-Flux Method Using the Simulation Technique,"[{""authorId"": ""2287835147"", ""name"": ""Rui Yang""}, {""authorId"": ""2287802078"", ""name"": ""Wenxiao Wu""}, {""authorId"": ""2287524247"", ""name"": ""Jineng Yao""}, {""authorId"": ""2145805339"", ""name"": ""Juanli Zhao""}, {""authorId"": ""2282043060"", ""name"": ""Hai Kuang""}, {""authorId"": ""52190505"", ""name"": ""Mingbin Zhou""}, {""authorId"": ""2340596836"", ""name"": ""Zhihua Xiong""}]",2024,China International Forum on Solid State Lighting,"In the Na-flux method for growing gallium nitride (GaN), the temperature field within the growth furnace is crucial for crystal quality. An appropriate temperature field facilitates nitrogen transport, enhances crystal growth rate, reduces defects and dislocations, and improves the optical and electrical properties of GaN crystals. Therefore, optimizing the temperature field is essential for the Na-flux method. This study employs a two-heater furnace to optimize the internal temperature field of the reaction chamber. Compared to the traditional single-heater furnace, the two-heater setup provides a more suitable temperature gradient, aiding in nitrogen transport and crystal deposition. By combining experimental data with finite element numerical simulations, the distributions of the temperature field, flow field, concentration field, and supersaturation in the crucible's melt are analyzed. Changes in upper and lower heater and temperature gradients are investigated to observe variations in mass and heat transfer within the melt. This approach aims to identify the optimal temperature curve for the two-heater furnace, achieving effective temperature field optimization. The findings provide significant theoretical support and practical guidance for future crystal growth efforts.",10.1109/SSLCHINAIFWS64644.2024.10835347,0,0,158,"{""crystal growth"": 75, ""flux method"": 80, ""crystal quality"": 3}",必须下载,强烈实验论文,flux method crystal,2025-09-15 16:25:46,2025-09-16 00:25:46.549052
119,ee7091d5a7d4ee624b0d0aa98fd52738af9fced4,The Role of Growth Conditions in Modulating Nitrogen Diffusion During Gallium Nitride Crystal Growth by Sodium Flux Method,"[{""authorId"": ""2287802078"", ""name"": ""Wenxiao Wu""}, {""authorId"": ""2287524247"", ""name"": ""Jineng Yao""}, {""authorId"": ""2330074050"", ""name"": ""Zhenhui Sun""}, {""authorId"": ""2185327850"", ""name"": ""Ronglin Pan""}, {""authorId"": ""2287835147"", ""name"": ""Rui Yang""}, {""authorId"": ""2145805339"", ""name"": ""Juanli Zhao""}, {""authorId"": ""52190505"", ""name"": ""Mingbin Zhou""}, {""authorId"": ""2243363254"", ""name"": ""Zhenrong Li""}, {""authorId"": ""52136674"", ""name"": ""Zhihua Xiong""}]",2024,Crystal Growth &amp; Design,,10.1021/acs.cgd.4c01234,1,0,155,"{""crystal growth"": 75, ""flux method"": 80}",必须下载,强烈实验论文,crystal growth conditions,2025-09-15 16:30:02,2025-09-16 00:30:02.406575
118,875cb2df99d9afc5b375f973075a135043fb24b0,Resistivity as a Witness of Local Crystal Growth Conditions,"[{""authorId"": ""91262049"", ""name"": ""A. Soukhojak""}, {""authorId"": ""30538884"", ""name"": ""G. Chung""}]",2024,Solid State Phenomena,"A detailed knowledge of the growth front geometry during physical vapor transport (PVT) growth of SiC single crystals is beneficial to achieve high quality n+ SiC substrates for power device applications. In this report we show how mapping of resistivity in SiC wafers can shed light on local growth conditions, which are very difficult-to-study in situ. We consider both thermodynamic quantities (absolute temperature T and partial pressure pN₂) and geometric characteristics of the growth surface relevant to growth kinetic parameters, namely atomic terrace width and atomic step velocity. Specifically, we show how an elevation map of the growth surface can be reconstructed from a spatially-resolved measurement of resistivity in a SiC wafer by integrating the spatial derivative of elevation with respect to the basal plane, which is assumed to be related to local resistivity through dependence of non-equilibrium nitrogen incorporation on the atomic step velocity.",10.4028/p-B7qrkz,0,1,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth conditions,2025-09-15 16:30:00,2025-09-16 00:30:00.397631
113,c31b212e80ad914cb06e0c89638f42faf973ac38,Growth chamber gas dynamics in Cz silicon single crystal growth process,"[{""authorId"": ""112844253"", ""name"": ""N. Verezub""}, {""authorId"": ""92699689"", ""name"": ""A. Prostomolotov""}]",2024,Modern Electronic Materials,"Mathematical simulation results for inert gas (argon) dynamics in the rarefied atmosphere of Redmet-10 Cz single crystal silicon growth furnace chamber have been reported. Gas flows in cold (room temperature) and hot (growth process) chambers have been analyzed. Convective gas flows have been considered for two growth chamber gas supply options: basic supply, i.e., through the top central inlet hole only, and combined, i.e., with additional gas supply through the lateral inlet hole. Gas outlet is through the growth chamber bottom outlet hole for both options. For the cold chamber option, forced convection has been studied using the incompressible ideal gas model. For hot chamber, both the nonisothermal compressible ideal gas model and the weakly compressible gas model in the Boussinesq approximation have been used for studying the vortex structure produced by a joint action of forced and thermal-gravitational convection. The effect of different gas inlet methods on the convective transport of silicon monoxide evaporating from the free melt surface has been discussed.",10.3897/j.moem.10.3.140627,1,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth process,2025-09-15 16:29:36,2025-09-16 00:29:36.181856
111,61141d5e25a1c02f7c3f444213801949db521fa0,Data-driven clustering learning modeling for semiconductor silicon single crystal growth process based on fuzzy C-means and DBN,"[{""authorId"": ""2284455682"", ""name"": ""Yuyu Liu""}, {""authorId"": ""2284515353"", ""name"": ""Ding Liu""}, {""authorId"": ""2320282414"", ""name"": ""Zezhong Song""}]",2024,Transactions of the Institute of Measurement and Control,"The optimal operation of the semiconductor silicon single crystal (SSC) growth in an industrial single crystal furnace is contingent upon the precise measurement of both the crystal diameter and melt temperature. The Czochralski (CZ) silicon single crystal growth process (CZ-SSCGP) is a phase transition process from solid to liquid that takes place in a high-temperature, enclosed furnace designed for single crystal growth. The direct measurement of crystal diameter and melt temperature using sensors can pose a challenge due to the physical limitations of the furnace. This study introduces a novel approach for modeling clustering based on data that integrate fuzzy C-means (FCM) and deep belief network (DBN) techniques. The proposed method aims to estimate the online crystal diameter and melt temperature. The objective of this approach is to efficiently and precisely derive the CZ-SSCGP model. In order to address the negative impact of nonequilibrium properties of data on the model, it is advisable to employ FCM to produce numerous subsets of data that exhibit comparable operating conditions. This is especially important because data change over time and are different in different working situations. In order to enhance the precision of the fitting process for crystal diameter and melt temperature, we amalgamate the output outcomes of DBN that have been constructed for each individual subset. It is imperative to address the nonlinear and time-varying features manifested by the engineering data. Industrial data are utilized for conducting diverse data experiments and comparative analyses. The process takes into account the data’s susceptibility to contamination by outliers. The findings suggest that the method put forth exhibits superior precision and enhanced resilience in predicting crystal diameter and melt temperature compared to alternative modeling approaches.",10.1177/01423312241265281,3,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth process,2025-09-15 16:29:32,2025-09-16 00:29:32.167677
110,108390ba5819980a34bc8deb4d3710e52f98a7bf,Single crystal synthesis and surface electronic structure of Bi1.993Cr0.007Se3,"[{""authorId"": ""9884861"", ""name"": ""S. Gardonio""}, {""authorId"": ""1573469454"", ""name"": ""Z. R. Benher""}, {""authorId"": ""3543408"", ""name"": ""M. Fanetti""}, {""authorId"": ""2272708960"", ""name"": ""P. Moras""}, {""authorId"": ""7887389"", ""name"": ""P. Sheverdyaeva""}, {""authorId"": ""143859560"", ""name"": ""M. Valant""}]",2024,Journal of Materials Chemistry C,Phase separation from a melt was used as a strategy to obtain diluted Cr-doped Bi2Se3 bulk crystals. Large (∼500 μm × 500 μm) and chemically homogeneous Bi1.993Cr0.007Se3 crystals were obtained displaying an energy gap at the Dirac point.,10.1039/d4tc01967a,1,1,155,"{""single crystal"": 80, ""crystal synthesis"": 75}",必须下载,强烈实验论文,single crystal synthesis,2025-09-15 16:29:23,2025-09-16 00:29:23.823989
108,4e31946435d987dba273f103bb60d5b79e80bb75,"Single crystal growth of 1,2,3-Benzotriazole 3,5-dinitrobenzoic acid (BTNBA) by slow evaporation solution technique (SEST) for nonlinear optical (NLO) applications","[{""authorId"": ""2163873330"", ""name"": ""B. Sahaya Infant Lasalle""}, {""authorId"": ""31712738"", ""name"": ""M. Senthil Pandian""}, {""authorId"": ""2238772971"", ""name"": ""K. Anitha""}, {""authorId"": ""2238679587"", ""name"": ""P. Ramasamy""}]",2024,Inorganic Chemistry Communications,,10.1016/j.inoche.2024.112190,12,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth technique,2025-09-15 16:29:07,2025-09-16 00:29:07.699971
103,e3d5d285411640c98ed4dfc39d37dabeb3b72efc,"Conditions of large unitary (K, Na)NbO3 system single crystals for rapid solid-state crystal growth method","[{""authorId"": ""47961887"", ""name"": ""Takaaki Morimoto""}, {""authorId"": ""92825436"", ""name"": ""S. Shimono""}, {""authorId"": ""2174762426"", ""name"": ""Yuto Yoshiichi""}, {""authorId"": ""93391868"", ""name"": ""H. Kishimura""}, {""authorId"": ""71524329"", ""name"": ""K. Ishii""}]",2023,Japanese Journal of Applied Physics,"To expand the process window for the rapid solid-state crystal growth (RSSCG) method, through which large unitary single crystals of a (K0.5Na0.5)NbO3 (KNN) system can be synthesized in a short time, we varied the dominant fabrication parameters, the B-site excess ratio and the Bi2O3 content, over a range wider than that utilized in previous studies. Unitary single crystals were obtained at the B-site excess ratios of 0.75%–1.75%; particularly, 1.00% and 1.25% were found to be suitable for the synthesis. Electron spin resonance analysis showed that the concentration of oxygen vacancies increased with increasing B-site excess ratios and decreased with increasing amount of added Bi2O3 in the calcined powder. The optimization of the critical driving force for crystal growth by controlling oxygen vacancy concentration was found to be key to growing the large unitary single crystals appropriately by the RSSCG method.",10.35848/1347-4065/acbd7b,3,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth method,2025-09-15 16:28:51,2025-09-16 00:28:51.444729
97,b562123e75963055ea3cda0d60d5a676af18291b,"Single crystal synthesis, structure, and magnetism of Pb10−xCux(PO4)6O","[{""authorId"": ""93711109"", ""name"": ""P. Puphal""}, {""authorId"": ""1571248022"", ""name"": ""M. Akbar""}, {""authorId"": ""3486545"", ""name"": ""M. Hepting""}, {""authorId"": ""50336132"", ""name"": ""E. Goering""}, {""authorId"": ""2056703893"", ""name"": ""M. Isobe""}, {""authorId"": ""25000469"", ""name"": ""A. Nugroho""}, {""authorId"": ""5392043"", ""name"": ""B. Keimer""}]",2023,APL Materials,"The recent claim of superconductivity above room temperature in Pb10−xCux(PO4)6O with 0.9 < x < 1 (referred to as LK-99) has sparked considerable interest. To minimize the influence of structural defects and impurity phases on the physical properties, we have synthesized phase-pure single crystals with a copper doping level of x ∼ 1. We find that the crystals are highly insulating and optically transparent. X-ray analysis reveals an uneven distribution of the substituted Cu throughout the sample. Temperature (T) dependent magnetic susceptibility measurements for 2 ≤ T ≤ 800 K reveal the diamagnetic response characteristic of a non-magnetic insulator, as well as a small ferromagnetic component, possibly originating from frustrated exchange interactions in Cu-rich clusters in the Pb10−xCux(PO4)6O structure. No anomalies indicative of phase transitions are observed. We, therefore, rule out the presence of superconductivity in Pb9Cu(PO4)6O crystals and provide some considerations on the origin of anomalies previously reported in experiments on polycrystalline specimens.",10.1063/5.0172755,32,1,155,"{""single crystal"": 80, ""crystal synthesis"": 75}",必须下载,强烈实验论文,crystal synthesis,2025-09-15 16:27:46,2025-09-16 00:27:46.420518
90,698151fe0f7e7ae1439eac10eb14033443c8a1e8,Characterization of single-crystal phenothiazine synthesized using the vertical Bridgman method,"[{""authorId"": ""2185759686"", ""name"": ""Velusamy Periyasamy""}, {""authorId"": ""2141418664"", ""name"": ""Ramesh Babu Ramraj""}, {""authorId"": ""2282022311"", ""name"": ""Imran Hasan""}, {""authorId"": ""2284501281"", ""name"": ""Prabhakaran Subramanian""}, {""authorId"": ""2238179745"", ""name"": ""Ikhyun Kim""}, {""authorId"": ""1833021387"", ""name"": ""Sivaprakash Paramasivam""}]",2024,Zeitschrift fur physikalische Chemie (Munchen. 1991),"Abstract A bulk organic single crystal of phenothiazine measuring 65 mm in length and 10 mm in width was grown using the single zone vertical Bridgman technique (VBT), which was visible to the naked eye. Powder X-ray diffraction, also known as XRD, was used in order to perform crystal structural verification on the manufactured crystal. The Fourier transform infrared spectroscopy (FT-IR) approach was used in order to ascertain the crystals’ respective vibrational frequencies. In order to evaluate the single crystal’s crystalline perfection and optical quality, high-resolution X-ray diffraction rocking curve measurement (HRXRD) and UV transmittance spectrum analysis were used. So as to investigate the nonlinear optical (NLO) activity of the generated single crystals, a Q-switched and pulsed Nd: YAG laser was used in the research. This led to the discovery of the SHG efficiency. The single crystal’s mechanical strength was evaluated using Vicker’s microhardness measurement, which provided an approximation of the true value. Furthermore, the single crystal was examined and reported for its optical birefringence, photoluminescence, and refractive index.",10.1515/zpch-2023-0491,17,0,155,"{""single crystal"": 80, ""Bridgman method"": 75}",必须下载,强烈实验论文,Bridgman method,2025-09-15 16:27:06,2025-09-16 00:27:06.004590
81,bae91eb84c2bd40223a104fc07dcbfa133ef8455,Analysis of GaN crystal growth mechanism in liquid-phase epitaxial Na-flux method,"[{""authorId"": ""2375734559"", ""name"": ""Gemeng Huang""}, {""authorId"": ""40421834"", ""name"": ""Hangfei Hao""}, {""authorId"": ""2154172669"", ""name"": ""Chen Yang""}, {""authorId"": ""2244166748"", ""name"": ""Ming Ma""}, {""authorId"": ""2075412087"", ""name"": ""Song Xia""}, {""authorId"": ""2296724584"", ""name"": ""Shiji Fan""}, {""authorId"": ""2243363254"", ""name"": ""Zhenrong Li""}]",2024,Journal of Materials Science,,10.1007/s10853-024-09613-5,3,0,155,"{""crystal growth"": 75, ""flux method"": 80}",必须下载,强烈实验论文,flux method crystal,2025-09-15 16:25:48,2025-09-16 00:25:48.552974
76,7d81e557bba555bb92b1242276a386e9eaa7e805,Single‐Crystal Perovskite Halide: Crystal Growth to Devices Applications,"[{""authorId"": ""2266873065"", ""name"": ""Krishna Prakash""}, {""authorId"": ""2324200432"", ""name"": ""Naga Jyoti Valeti""}, {""authorId"": ""2324210378"", ""name"": ""Prince Jain""}, {""authorId"": ""2160079354"", ""name"": ""Chandra Shakher Pathak""}, {""authorId"": ""116940994"", ""name"": ""M. Singha""}, {""authorId"": ""2281297312"", ""name"": ""Satyajit Gupta""}, {""authorId"": ""12399162"", ""name"": ""E. Edri""}, {""authorId"": ""2317593962"", ""name"": ""Sabyasachi Mukhopadhyay""}]",2024,Energy Technology,"Over a decade, researchers have depicted remarkable optoelectronic properties of halide‐based organic–inorganic perovskites and demonstrated impressive power conversion efficiency in photovoltaic applications, starting from 3.9% to 26.1%. The optoelectronic properties of halide‐based perovskites are significantly influenced by the crystal form and crystallization process. There are two common forms of halide‐based perovskites: polycrystalline films and single‐crystal. In polycrystalline thin films, multiple grain boundaries lead to ion migration, surface flaws, and instability, making them unsuitable for device applications. In contrast, single‐crystal halide‐based perovskites are stable and exhibit exceptional features like long carrier diffusion lengths and low trap density. Although research on polycrystalline halide‐based perovskite thin films is currently intense, investigations on single crystals are still in their early stages. This review article discusses single‐crystal perovskite halide growth methods and their use in optoelectronic devices, as crystal growth affects solar cells, light‐emitting diodes, lasers, photodetectors, and other devices.",10.1002/ente.202400618,5,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,single crystal growth,2025-09-15 16:20:47,2025-09-16 00:20:47.744147
75,e5d17512e33c4018dbd339003133933b6d552b1b,Single crystal of barium bis para-nitrophenolate para-nitrophenol tetrahydrate for NLO applications: crystal growth and DFT analysis,"[{""authorId"": ""2290589281"", ""name"": ""Selvakumar Singaravel""}, {""authorId"": ""2185759686"", ""name"": ""Velusamy Periyasamy""}, {""authorId"": ""2238179745"", ""name"": ""Ikhyun Kim""}, {""authorId"": ""2282022311"", ""name"": ""Imran Hasan""}, {""authorId"": ""1833021387"", ""name"": ""Sivaprakash Paramasivam""}]",2024,Zeitschrift fur physikalische Chemie (Munchen. 1991),"Abstract Single crystals of barium bis para-Nitrophenolate para-Nitrophenol tetrahydrate (BBPNT) were grown via the slow evaporation technique. The crystal dimensions were measured to be 15 mm × 10 mm × 6 mm. The BBPNT crystal was analyzed using X-ray diffraction, FTIR spectrum, UV–vis spectrum, dielectric studies, thermo-gravimetric (TG) differential thermal analyses (DTA), Vickers microhardness test, second-harmonic generation efficiency, Z-scan technique, PL spectra, and laser damage threshold studies. These findings were previously published in our paper. In the current situation, the theoretical methods include analyzing several aspects, such as the molecular structure determined using X-ray experimentation at its lowest energy state. This analysis is then contrasted by means of density functional theory (DFT) with a suitable set of basic functions. The first-order hyperpolarizability may also be determined via the use of Density Functional Theory (DFT) methods. The molecule’s stability, resulting from hyper conjugative interactions, was examined using the natural bond orbital approach to analyses its nonlinear optical activity and charge delocalization. The magnitude of the HOMO–LUMO energy gap indicates the potential for charge transfer inside the molecule. The investigation of donor-acceptor interactions was conducted using NBO analysis based on optimized ground state geometries.",10.1515/zpch-2023-0503,14,0,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,single crystal growth,2025-09-15 16:20:46,2025-09-16 00:20:46.535743
74,,Crystal Growth and Spectroscopy of Yb2+-Doped CsI Single Crystal,"[{""authorId"": ""96993133"", ""name"": ""D. Sofich""}, {""authorId"": ""2280202004"", ""name"": ""A. Myasnikova""}, {""authorId"": ""2280201931"", ""name"": ""A. Bogdanov""}, {""authorId"": ""2274355423"", ""name"": ""V. Pankratova""}, {""authorId"": ""2094909203"", ""name"": ""V. Pankratov""}, {""authorId"": ""2279597862"", ""name"": ""E. Kaneva""}, {""authorId"": ""2279601349"", ""name"": ""R. Shendrik""}]",2024,Crystals,"The single crystals of CsI-Yb2+ were grown, and their spectroscopic studies were conducted. The observed luminescence in CsI-Yb2+ is due to 5d–4f transitions in Yb2+ ions. Using time-resolved spectroscopy, spin-allowed and spin-forbidden radiative transitions of ytterbium ions at room temperature were found. The excitation spectra of Yb2+ luminescence bands were obtained in the range of 3–45 eV. The mechanism of charge compensation of Yb2+ ions in a CsI crystal was also studied, the spectrum of the thermally stimulated depolarization current was measured, and the activation energies of the two observed peaks were calculated. These peaks belong to impurity–vacancy complexes in two different positions. The charge compensation of Yb2+ occurs via cation vacancies in the nearest-neighbor and next-nearest-neighbor positions.The Yb2+ ions are promising dopants for CsI scintillators and X-ray phosphors in combination with SiPM photodetectors.",10.3390/cryst14060500,6,1,155,"{""single crystal"": 80, ""crystal growth"": 75}",必须下载,强烈实验论文,single crystal growth,2025-09-15 16:20:09,2025-09-16 00:20:09.725217
106,d6f0cf717f0e61414ff5a1727ab616f0aaac881a,Large-Size High-Quality CdSe-OPO Component for Far IR Laser Output Prepared by Directional Crystal Growth Technique,"[{""authorId"": ""2113361429"", ""name"": ""Qianqian Hu""}, {""authorId"": ""2166751410"", ""name"": ""Ch. B Huang""}, {""authorId"": ""2116560621"", ""name"": ""Lei Wei""}, {""authorId"": ""46477096"", ""name"": ""Haixin Wu""}, {""authorId"": ""92360620"", ""name"": ""Youbao Ni""}, {""authorId"": ""2151681044"", ""name"": ""Xuezhou Yu""}, {""authorId"": ""2318507158"", ""name"": ""Yanan Song""}]",2023,CrysteEngComm,"CdSe crystal is one of the most potential far infrared (IR) nonlinear optical (NLO) materials due to its excellent overall performances. However, it is difficult to prepare large-size and low...",10.1039/d3ce00239j,4,0,150,"{""crystal growth"": 75, ""prepared by"": 75}",必须下载,强烈实验论文,crystal growth technique,2025-09-15 16:29:03,2025-09-16 00:29:03.686544
101,9b2d57f762d82439ac803b3352146ae15465483f,Optimization of the quality control parameters in sapphire single crystal preparation using the Kyropoulos method,"[{""authorId"": ""2110561921"", ""name"": ""Jia Xu""}, {""authorId"": ""2274252"", ""name"": ""Tiezhu Qiao""}, {""authorId"": ""2003818736"", ""name"": ""Huijie Dong""}, {""authorId"": ""2203028510"", ""name"": ""Haifeng Zhang""}, {""authorId"": ""1960350"", ""name"": ""Gaowei Yan""}]",2023,CrysteEngComm,"Optimizing the sapphire preparation seeding process parameters can cut the seeding time, reduce the formation of seeding defects, and improve the seeding efficiency.",10.1039/d2ce01675c,1,0,150,"{""single crystal"": 80, ""crystal preparation"": 70}",必须下载,强烈实验论文,crystal preparation,2025-09-15 16:28:20,2025-09-16 00:28:20.836047
84,77da38157e6f15eec4c38c4ef304dd02a88c2405,"Effect of Different Doping Concentrations on the Properties of Fe2+:ZnSe and Fe2+, Cr2+:ZnSe Crystals Grown by the Chemical Vapor Transport Method.","[{""authorId"": ""2318927104"", ""name"": ""Wei Huang""}, {""authorId"": ""2216554936"", ""name"": ""Guohong Tang""}, {""authorId"": ""2329193030"", ""name"": ""Chi Wang""}, {""authorId"": ""2330643377"", ""name"": ""Yifan He""}, {""authorId"": ""2292742830"", ""name"": ""Zhiyuan Jin""}, {""authorId"": ""2292772095"", ""name"": ""Yuhang Du""}, {""authorId"": ""2330783927"", ""name"": ""Kuibao Zhang""}, {""authorId"": ""48951398"", ""name"": ""Baojun Chen""}, {""authorId"": ""2318920315"", ""name"": ""Zhiyu He""}]",2024,Inorganic Chemistry,"The Fe2+:ZnSe crystal is an important material for 3-5 μm mid-infrared lasers. In this work, we have grown different doping concentrations of Fe2+:ZnSe and Fe2+, Cr2+:ZnSe by the chemical vapor transport method. The doped crystals have the same structure. The lattice constant increases slightly with a higher Fe2+ concentration, while the doped Cr2+ has a great influence on the lattice constant. Besides, with a higher Fe2+ concentration, the TO mode has no change and the LO mode presents a small blue shift. The doped ZnSe crystals all have a wide absorption peak in the range of 2.3-4.5 μm, and these absorption peaks widen with the increase of the Fe2+ doping concentration. Besides, in the range of 5-20 μm, the crystals have good transparency. The concentrations of 3, 2, and 1% Fe2+ samples are calculated to be 4.15 × 1019, 3.27 × 1019, and 3.02 × 1019 cm-3, respectively, and the Fe2+ concentration of the Fe2+, Cr2+:ZnSe sample is 3.71 × 1019 cm-3. The band gap decreases from 2.52 to 2.27 eV with a higher Fe2+ doping concentration. Therefore, we can modulate the absorption bandwidth and band gap by doping the ion concentration, which is more suitable for developing mid-infrared gain medium applications.",10.1021/acs.inorgchem.4c04114,1,0,150,"{""grown by"": 70, ""chemical vapor transport"": 80}",必须下载,强烈实验论文,chemical vapor transport,2025-09-15 16:26:20,2025-09-16 00:26:20.963608
82,3ad0ddd722cbc29e8f4fe49723aa8953dff3e361,Facile High-Yield Growth of One-Dimensional van der Waals Ta2Pd3Se8 via Chemical Vapor Transport Using PdCl2 as a Transport Agent,"[{""authorId"": ""2158349393"", ""name"": ""Xiaojie Zhang""}, {""authorId"": ""102062790"", ""name"": ""J. Kang""}, {""authorId"": ""10687763"", ""name"": ""Kyung Hwan Choi""}, {""authorId"": ""50877147"", ""name"": ""Jiho Jeon""}, {""authorId"": ""81707496"", ""name"": ""B. Jeong""}, {""authorId"": ""2237113136"", ""name"": ""Hyeon-seok Bang""}, {""authorId"": ""2237199345"", ""name"": ""Hyung\u2010Suk Oh""}, {""authorId"": ""2287485134"", ""name"": ""Jongwoo Lim""}, {""authorId"": ""2116021107"", ""name"": ""J. Park""}, {""authorId"": ""2153726368"", ""name"": ""Jae-Hyun Lee""}, {""authorId"": ""7279005"", ""name"": ""Hak Ki Yu""}, {""authorId"": ""143751492"", ""name"": ""Jae\u2010Young Choi""}]",2024,Chemistry of Materials,,10.1021/acs.chemmater.3c03335,10,0,80,"{""chemical vapor transport"": 80}",必须下载,强烈实验论文,chemical vapor transport,2025-09-15 16:26:16,2025-09-16 00:26:16.956018
